epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,27.4178,1.24569,2.90135,1.29675,0.00553,0.99474,0.66576,0.44537,1.07861,2.88478,1.24364,0.0686176,0.000970588,0.000970588
2,54.859,1.09875,1.96845,1.16334,0.9692,0.80892,0.93859,0.6808,0.99637,1.75063,1.09964,0.0362453,0.00193157,0.00193157
3,82.3861,1.11632,1.33887,1.14426,0.98378,0.97692,0.99264,0.72749,1.01321,1.18141,1.08065,0.00383335,0.00285295,0.00285295
4,109.8,1.04534,1.13968,1.10401,0.98696,0.97094,0.99102,0.72787,1.02474,1.09293,1.07963,0.0028218,0.0028218,0.0028218
5,137.227,1.04456,1.06535,1.10087,0.99584,0.99917,0.995,0.7397,0.95772,0.88764,1.05749,0.0027624,0.0027624,0.0027624
6,164.679,1.02864,0.99849,1.08855,0.99902,1,0.995,0.73983,0.96654,0.84393,1.04784,0.002703,0.002703,0.002703
7,192.09,1.03829,0.98147,1.08213,0.99707,0.99206,0.99353,0.75064,0.93376,0.84869,1.04723,0.0026436,0.0026436,0.0026436
8,219.626,1.01029,0.92875,1.08339,0.99823,0.99231,0.99485,0.75626,0.94976,0.81494,1.05216,0.0025842,0.0025842,0.0025842
9,247.058,1.01722,0.93875,1.08085,0.9961,0.99939,0.995,0.75829,0.92013,0.78447,1.04658,0.0025248,0.0025248,0.0025248
10,274.539,1.01358,0.91616,1.08921,0.99761,0.99955,0.995,0.75807,0.92803,0.78719,1.03011,0.0024654,0.0024654,0.0024654
11,301.901,0.9946,0.89359,1.06793,0.999,1,0.995,0.76407,0.9102,0.75849,1.03001,0.002406,0.002406,0.002406
12,329.292,0.98359,0.88989,1.06555,0.99756,0.99952,0.995,0.75542,0.94679,0.75005,1.03628,0.0023466,0.0023466,0.0023466
13,356.648,1.00159,0.88295,1.07226,0.99912,1,0.995,0.76201,0.89843,0.73691,1.03306,0.0022872,0.0022872,0.0022872
14,384.04,0.98442,0.85299,1.07269,0.99926,1,0.995,0.75723,0.92626,0.72728,1.02914,0.0022278,0.0022278,0.0022278
15,411.442,0.95609,0.83309,1.05338,0.99823,1,0.995,0.75641,0.9213,0.7126,1.03603,0.0021684,0.0021684,0.0021684
16,438.839,0.97372,0.83354,1.06174,0.99823,0.99998,0.995,0.75818,0.92781,0.70325,1.02571,0.002109,0.002109,0.002109
17,466.186,0.97065,0.81791,1.06457,0.99822,0.99967,0.995,0.75694,0.90219,0.71886,1.01402,0.0020496,0.0020496,0.0020496
18,493.558,0.97876,0.82132,1.06981,0.99818,0.99973,0.995,0.76669,0.91287,0.69538,1.02048,0.0019902,0.0019902,0.0019902
19,521.009,0.94263,0.79123,1.04638,0.99745,0.99979,0.995,0.76628,0.8991,0.67221,1.0181,0.0019308,0.0019308,0.0019308
20,548.336,0.96165,0.78963,1.04643,0.9975,0.99959,0.995,0.75675,0.91924,0.68173,1.02317,0.0018714,0.0018714,0.0018714
21,575.694,0.97113,0.79569,1.04947,0.99655,0.9995,0.995,0.76703,0.89669,0.67173,1.02572,0.001812,0.001812,0.001812
22,603.141,0.96934,0.80842,1.06006,0.9974,0.99959,0.995,0.76126,0.88449,0.66126,1.01243,0.0017526,0.0017526,0.0017526
23,630.472,0.95594,0.7882,1.05636,0.99733,0.99965,0.995,0.77187,0.87382,0.64828,1.01044,0.0016932,0.0016932,0.0016932
24,657.885,0.92556,0.75918,1.03732,0.99848,1,0.995,0.77197,0.87794,0.64125,1.00581,0.0016338,0.0016338,0.0016338
25,685.308,0.92876,0.76242,1.05236,0.99544,0.99951,0.995,0.76964,0.87362,0.65173,1.01437,0.0015744,0.0015744,0.0015744
26,712.624,0.94956,0.75793,1.04817,0.99571,0.99951,0.995,0.77458,0.87589,0.65345,1.00773,0.001515,0.001515,0.001515
