epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,466.231,0.97027,0.77933,1.07035,0.99698,0.99943,0.995,0.7725,0.89499,0.66891,1.01129,0.0020496,0.0020496,0.0020496
18,493.642,0.9748,0.77771,1.0733,0.99633,0.9995,0.995,0.77375,0.90501,0.66714,1.01482,0.0019902,0.0019902,0.0019902
19,521.019,0.93883,0.74903,1.04857,0.99661,0.9995,0.995,0.76717,0.90543,0.64645,1.02186,0.0019308,0.0019308,0.0019308
20,548.391,0.95936,0.74251,1.04957,0.99668,0.99948,0.995,0.76879,0.89149,0.63778,1.01158,0.0018714,0.0018714,0.0018714
21,575.681,0.97069,0.75723,1.05486,0.99775,0.99974,0.995,0.76179,0.89992,0.62732,1.02199,0.001812,0.001812,0.001812
22,603.007,0.96226,0.75367,1.06627,0.99635,0.99945,0.995,0.77052,0.89289,0.64193,1.0165,0.0017526,0.0017526,0.0017526
23,630.333,0.9574,0.74295,1.06322,0.9974,0.99965,0.995,0.7724,0.88662,0.63284,1.01456,0.0016932,0.0016932,0.0016932
24,657.707,0.91448,0.71803,1.03996,0.99884,1,0.995,0.7695,0.88374,0.61022,1.00789,0.0016338,0.0016338,0.0016338
25,685.041,0.92955,0.72241,1.05809,0.99757,0.99964,0.995,0.7736,0.86575,0.60752,1.00953,0.0015744,0.0015744,0.0015744
26,712.347,0.93951,0.71027,1.0487,0.99593,0.9995,0.995,0.7693,0.87625,0.6066,1.01116,0.001515,0.001515,0.001515
27,739.618,0.9225,0.69715,1.05158,0.99755,0.9998,0.995,0.7743,0.86453,0.62085,1.00392,0.0014556,0.0014556,0.0014556
28,766.956,0.89938,0.6886,1.03975,0.9979,0.99988,0.995,0.78488,0.88357,0.59966,1.00601,0.0013962,0.0013962,0.0013962
29,794.317,0.9237,0.68264,1.04858,0.99957,0.99882,0.995,0.76578,0.90507,0.62762,1.01853,0.0013368,0.0013368,0.0013368
30,821.655,0.90362,0.68382,1.04207,0.99674,0.99952,0.995,0.77539,0.86458,0.59574,1.00513,0.0012774,0.0012774,0.0012774
31,848.975,0.93987,0.68719,1.04599,0.99584,0.99951,0.995,0.76952,0.88152,0.60182,1.00371,0.001218,0.001218,0.001218
32,876.289,0.91606,0.67965,1.0474,0.99736,0.9996,0.995,0.76847,0.89145,0.59677,1.01397,0.0011586,0.0011586,0.0011586
33,903.602,0.92373,0.67183,1.03521,0.99561,0.99949,0.995,0.78166,0.86204,0.588,0.99788,0.0010992,0.0010992,0.0010992
34,930.951,0.91845,0.66741,1.04698,0.9966,0.99953,0.995,0.78143,0.87018,0.5882,0.9968,0.0010398,0.0010398,0.0010398
35,958.284,0.91268,0.66436,1.03807,0.99694,0.99953,0.995,0.7823,0.87188,0.57804,0.99989,0.0009804,0.0009804,0.0009804
36,985.635,0.9018,0.65387,1.03567,0.99713,0.99957,0.995,0.77117,0.87735,0.58462,0.99955,0.000921,0.000921,0.000921
37,1012.99,0.87273,0.64283,1.02339,0.99744,0.99965,0.995,0.77273,0.86981,0.57442,0.99979,0.0008616,0.0008616,0.0008616
38,1040.43,0.91595,0.66366,1.04848,0.99691,0.99956,0.995,0.78242,0.86027,0.57962,0.99627,0.0008022,0.0008022,0.0008022
39,1067.74,0.91345,0.66316,1.04458,0.99742,0.99963,0.995,0.78516,0.85513,0.57229,0.99455,0.0007428,0.0007428,0.0007428
40,1095.11,0.8892,0.64612,1.04136,0.99803,0.99985,0.995,0.77842,0.87169,0.57092,0.99559,0.0006834,0.0006834,0.0006834
41,1123.15,0.85609,0.82502,1.01966,0.99579,0.99944,0.995,0.78015,0.88703,0.65132,1.00091,0.000624,0.000624,0.000624
42,1150.46,0.84857,0.80863,1.01899,0.99518,0.99934,0.995,0.77794,0.85083,0.60082,0.9939,0.0005646,0.0005646,0.0005646
43,1177.68,0.84715,0.78636,1.01031,0.99894,0.99231,0.99485,0.78369,0.84876,0.58427,0.99368,0.0005052,0.0005052,0.0005052
44,1204.91,0.84278,0.7776,1.01557,0.99512,0.99934,0.995,0.78324,0.85133,0.57729,0.99326,0.0004458,0.0004458,0.0004458
45,1232.15,0.83864,0.76134,1.00034,0.99512,0.99932,0.995,0.78194,0.8403,0.57111,0.99106,0.0003864,0.0003864,0.0003864
46,1259.4,0.83288,0.76669,1.00941,0.99883,0.99231,0.99485,0.78258,0.84771,0.57556,0.98959,0.000327,0.000327,0.000327
47,1286.57,0.83592,0.75551,1.01861,0.99883,0.99231,0.99478,0.77879,0.85925,0.57211,0.99212,0.0002676,0.0002676,0.0002676
48,1313.77,0.83994,0.76362,1.00779,0.99512,0.99936,0.995,0.78386,0.84922,0.56379,0.98864,0.0002082,0.0002082,0.0002082
49,1340.95,0.83064,0.75496,1.01484,0.99511,0.99948,0.995,0.78408,0.8469,0.56126,0.98925,0.0001488,0.0001488,0.0001488
50,1368.17,0.83794,0.74976,1.01241,0.99511,0.99947,0.995,0.77993,0.852,0.56132,0.99097,8.94e-05,8.94e-05,8.94e-05
