epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,684.751,0.94208,0.86431,1.05702,0.99864,1,0.995,0.76478,0.90297,0.73836,1.01202,0.0005248,0.0005248,0.0005248
26,712.088,0.95903,0.86105,1.04979,0.99918,1,0.995,0.76303,0.9004,0.75034,1.00976,0.000505,0.000505,0.000505
27,739.417,0.94218,0.85123,1.04939,0.99905,1,0.995,0.76717,0.89237,0.72968,1.00719,0.0004852,0.0004852,0.0004852
28,766.757,0.90842,0.83242,1.03691,0.99844,1,0.995,0.76693,0.8901,0.72215,1.005,0.0004654,0.0004654,0.0004654
29,794.091,0.92512,0.83033,1.04534,0.99885,1,0.995,0.7692,0.90592,0.72874,1.00645,0.0004456,0.0004456,0.0004456
30,821.475,0.91913,0.83451,1.03971,0.99887,1,0.995,0.76401,0.88204,0.71563,1.0074,0.0004258,0.0004258,0.0004258
31,848.825,0.95618,0.83125,1.04414,0.99824,1,0.995,0.76771,0.89463,0.71617,1.00589,0.000406,0.000406,0.000406
32,876.192,0.94557,0.83302,1.0534,0.99877,1,0.995,0.76749,0.90533,0.72145,1.00346,0.0003862,0.0003862,0.0003862
33,903.508,0.94028,0.81988,1.03458,0.99852,1,0.995,0.7709,0.89413,0.71265,0.99964,0.0003664,0.0003664,0.0003664
34,930.948,0.93897,0.81759,1.04369,0.99828,1,0.995,0.77092,0.89623,0.71156,1.00084,0.0003466,0.0003466,0.0003466
35,958.381,0.92938,0.81607,1.04086,0.99855,1,0.995,0.77066,0.90423,0.71407,1.0005,0.0003268,0.0003268,0.0003268
36,985.697,0.93381,0.8094,1.03692,0.99836,1,0.995,0.76364,0.89294,0.70324,1.00432,0.000307,0.000307,0.000307
37,1013.05,0.89948,0.7934,1.02381,0.99859,1,0.995,0.76986,0.89104,0.70286,1.0035,0.0002872,0.0002872,0.0002872
38,1040.38,0.94332,0.82524,1.05043,0.99866,1,0.995,0.76122,0.89057,0.70246,1.00221,0.0002674,0.0002674,0.0002674
39,1067.72,0.93445,0.82224,1.04423,0.99856,1,0.995,0.77222,0.88885,0.70564,0.99767,0.0002476,0.0002476,0.0002476
40,1095.11,0.91413,0.79878,1.0437,0.99852,1,0.995,0.77336,0.88921,0.7004,0.99743,0.0002278,0.0002278,0.0002278
41,1123.14,0.89175,1.12066,1.03619,0.99623,0.99934,0.995,0.76797,0.90591,0.74563,1.00319,0.000208,0.000208,0.000208
42,1150.4,0.87844,1.10238,1.03259,0.99426,0.99917,0.995,0.76752,0.90565,0.7537,1.00468,0.0001882,0.0001882,0.0001882
43,1177.61,0.87158,1.09429,1.02127,0.99376,0.99921,0.995,0.77216,0.88964,0.74849,1.00152,0.0001684,0.0001684,0.0001684
44,1204.82,0.86986,1.08913,1.02816,0.99456,0.99919,0.995,0.76548,0.8908,0.73901,1.00234,0.0001486,0.0001486,0.0001486
45,1232.04,0.86631,1.05669,1.01121,0.99551,0.9993,0.995,0.77431,0.8836,0.72881,1.00166,0.0001288,0.0001288,0.0001288
46,1259.31,0.863,1.0737,1.02309,0.99557,0.99935,0.995,0.77027,0.88078,0.72516,0.99953,0.000109,0.000109,0.000109
47,1286.51,0.86367,1.0517,1.03315,0.99485,0.99917,0.995,0.76475,0.89188,0.72586,1.00035,8.92e-05,8.92e-05,8.92e-05
48,1313.74,0.87635,1.06274,1.02264,0.995,0.99808,0.995,0.77005,0.89255,0.72518,0.99983,6.94e-05,6.94e-05,6.94e-05
49,1340.97,0.86278,1.0612,1.02581,0.99495,0.99923,0.995,0.7705,0.89003,0.72422,0.99945,4.96e-05,4.96e-05,4.96e-05
50,1368.2,0.86706,1.05677,1.02354,0.99513,0.99928,0.995,0.77573,0.88773,0.72415,0.99954,2.98e-05,2.98e-05,2.98e-05
