epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
34,932.511,0.9918,0.47305,1.09206,0.99764,0.99231,0.99464,0.78195,0.92895,0.37103,1.02545,0.0010398,0.0010398,0.0010398
35,959.981,0.97217,0.47162,1.08198,0.99685,0.99906,0.995,0.76239,0.96478,0.37042,1.04661,0.0009804,0.0009804,0.0009804
36,987.34,0.97408,0.46151,1.07794,0.99872,1,0.995,0.77925,0.91212,0.36779,1.01929,0.000921,0.000921,0.000921
37,1014.71,0.93381,0.44337,1.06088,0.99878,1,0.995,0.78383,0.90118,0.34856,1.01809,0.0008616,0.0008616,0.0008616
38,1042.18,0.97086,0.46299,1.08351,0.99857,1,0.995,0.78084,0.91515,0.34934,1.01951,0.0008022,0.0008022,0.0008022
39,1069.54,0.97536,0.45035,1.08616,0.99889,1,0.995,0.78496,0.89915,0.34219,1.02243,0.0007428,0.0007428,0.0007428
40,1097.03,0.94902,0.44634,1.07881,0.99892,0.99969,0.995,0.80216,0.88624,0.3436,1.00387,0.0006834,0.0006834,0.0006834
41,1125.21,0.91174,0.38706,1.05596,0.9983,0.99998,0.995,0.78163,0.9352,0.34871,1.02078,0.000624,0.000624,0.000624
42,1152.55,0.90499,0.38034,1.05795,0.99873,0.99977,0.995,0.79092,0.90003,0.34403,1.01618,0.0005646,0.0005646,0.0005646
43,1179.8,0.89083,0.37245,1.04716,0.99726,1,0.995,0.78795,0.88295,0.34177,1.01808,0.0005052,0.0005052,0.0005052
44,1207.08,0.88616,0.36467,1.04554,0.99823,1,0.995,0.79883,0.88216,0.33482,1.01579,0.0004458,0.0004458,0.0004458
45,1234.33,0.87948,0.35701,1.03224,0.99803,1,0.995,0.7904,0.86635,0.33247,1.00931,0.0003864,0.0003864,0.0003864
46,1261.61,0.87445,0.35091,1.03453,0.99817,1,0.995,0.79266,0.8951,0.33776,1.02208,0.000327,0.000327,0.000327
47,1288.87,0.86563,0.35113,1.03981,0.99823,1,0.995,0.79137,0.90026,0.33115,1.00772,0.0002676,0.0002676,0.0002676
48,1316.13,0.86174,0.34016,1.03193,0.99876,1,0.995,0.79216,0.89594,0.32471,1.00601,0.0002082,0.0002082,0.0002082
49,1343.39,0.85704,0.33935,1.03439,0.99889,1,0.995,0.79292,0.88149,0.32034,1.00415,0.0001488,0.0001488,0.0001488
50,1370.64,0.8483,0.33006,1.02726,0.99873,1,0.995,0.79711,0.8823,0.31429,1.00233,8.94e-05,8.94e-05,8.94e-05
