epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,27.391,1.27634,1.66402,1.2997,0.98918,0.23791,0.83524,0.44668,1.65417,2.29343,1.72456,0.0686176,0.000970588,0.000970588
2,54.8308,1.27977,0.97299,1.27115,0.43914,0.56842,0.51398,0.32048,1.90859,1.95255,1.94392,0.0362453,0.00193157,0.00193157
3,82.3621,1.32948,1.03104,1.29744,0.6303,0.26842,0.23906,0.09892,1.85295,13.5592,1.99589,0.00383335,0.00285295,0.00285295
4,109.774,1.30555,0.89327,1.27542,0.65051,0.60283,0.73983,0.44158,1.45203,2.17909,1.58446,0.0028218,0.0028218,0.0028218
5,137.176,1.22324,0.80627,1.21542,0.91901,0.95682,0.97573,0.67936,1.14411,0.71317,1.22522,0.0027624,0.0027624,0.0027624
6,164.703,1.20615,0.72557,1.20574,0.98228,0.97692,0.99423,0.69351,1.02716,0.89679,1.14421,0.002703,0.002703,0.002703
7,192.191,1.19639,0.74092,1.20362,0.92972,0.98132,0.99006,0.68959,1.14113,0.71299,1.19248,0.0026436,0.0026436,0.0026436
8,219.587,1.1505,0.67493,1.18081,0.99507,0.99231,0.99485,0.71097,1.07178,0.55932,1.18482,0.0025842,0.0025842,0.0025842
9,247.06,1.16208,0.67541,1.18791,0.92336,0.96478,0.98433,0.67521,1.15659,0.68119,1.19512,0.0025248,0.0025248,0.0025248
10,274.47,1.14919,0.65758,1.186,0.99502,0.99409,0.995,0.72944,1.01331,0.67641,1.11735,0.0024654,0.0024654,0.0024654
11,301.908,1.13142,0.63821,1.15973,0.96141,0.97175,0.98125,0.723,0.99323,0.64987,1.11656,0.002406,0.002406,0.002406
12,329.248,1.11908,0.65129,1.16512,0.95489,0.99744,0.99367,0.72062,1.06647,0.55572,1.12342,0.0023466,0.0023466,0.0023466
13,356.606,1.12722,0.62512,1.17427,0.99546,0.96697,0.99226,0.73066,1.03726,0.68942,1.13241,0.0022872,0.0022872,0.0022872
14,384.106,1.11001,0.59168,1.16123,0.87596,0.92632,0.9458,0.6348,1.12083,0.69719,1.1545,0.0022278,0.0022278,0.0022278
15,411.449,1.07381,0.57121,1.13782,0.99471,0.98462,0.99335,0.72539,1.06394,0.50574,1.10931,0.0021684,0.0021684,0.0021684
16,438.824,1.08577,0.58488,1.14588,0.99684,1,0.995,0.75522,0.97489,0.4226,1.06407,0.002109,0.002109,0.002109
