epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,465.946,1.01146,0.50489,1.09608,0.99794,0.99959,0.995,0.75016,0.99483,0.42708,1.0619,0.0006832,0.0006832,0.0006832
18,493.289,1.04416,0.50928,1.11349,0.99837,0.99933,0.995,0.76905,0.89831,0.39444,1.0224,0.0006634,0.0006634,0.0006634
19,520.77,0.97139,0.4934,1.07548,0.99874,0.99231,0.99492,0.76944,0.9157,0.38402,1.0328,0.0006436,0.0006436,0.0006436
20,548.236,0.99681,0.4832,1.07393,0.99834,1,0.995,0.78045,0.91599,0.38137,1.0114,0.0006238,0.0006238,0.0006238
21,575.706,1.01527,0.49414,1.09024,0.99749,0.99932,0.995,0.77117,0.91668,0.35934,1.02744,0.000604,0.000604,0.000604
22,603.06,1.00512,0.49722,1.09965,0.99793,1,0.995,0.75553,0.92531,0.36949,1.04338,0.0005842,0.0005842,0.0005842
23,630.404,0.98952,0.49142,1.09338,0.99812,1,0.995,0.76794,0.94021,0.40521,1.03354,0.0005644,0.0005644,0.0005644
24,657.766,0.97077,0.4828,1.07693,0.9989,1,0.995,0.77534,0.89357,0.36127,1.0079,0.0005446,0.0005446,0.0005446
25,685.103,0.96602,0.47684,1.08532,0.99836,0.99977,0.995,0.77483,0.91738,0.36117,1.03835,0.0005248,0.0005248,0.0005248
26,712.423,0.99711,0.47406,1.07989,0.99775,0.99973,0.995,0.78465,0.88495,0.35291,1.0078,0.000505,0.000505,0.000505
27,739.922,0.95259,0.45346,1.07606,0.99923,0.99231,0.99392,0.7604,0.89104,0.36788,1.01598,0.0004852,0.0004852,0.0004852
28,767.27,0.94147,0.45109,1.0659,0.999,0.99231,0.99422,0.78341,0.88407,0.35731,1.01119,0.0004654,0.0004654,0.0004654
29,794.614,0.92794,0.43768,1.05719,0.99771,0.99963,0.995,0.7734,0.89269,0.34349,1.00549,0.0004456,0.0004456,0.0004456
30,821.978,0.92099,0.4412,1.05467,0.99838,0.99231,0.99492,0.78769,0.85474,0.33862,1.00812,0.0004258,0.0004258,0.0004258
31,849.42,0.95176,0.4537,1.06532,0.99745,0.99231,0.99451,0.77612,0.8934,0.34873,1.00689,0.000406,0.000406,0.000406
32,876.791,0.93451,0.44017,1.06962,0.99912,0.99231,0.99478,0.79081,0.9016,0.34087,1.00598,0.0003862,0.0003862,0.0003862
33,904.275,0.93838,0.43593,1.05765,0.99899,0.99231,0.99492,0.78999,0.84829,0.32545,0.99232,0.0003664,0.0003664,0.0003664
34,931.639,0.92962,0.42593,1.05704,0.99507,0.99918,0.995,0.79721,0.88407,0.33101,1.00112,0.0003466,0.0003466,0.0003466
35,959.094,0.92901,0.43188,1.05657,0.99885,0.99231,0.99492,0.79064,0.86889,0.31813,0.99838,0.0003268,0.0003268,0.0003268
36,986.439,0.92119,0.42498,1.05026,0.99711,0.99941,0.995,0.79714,0.87828,0.32796,0.99738,0.000307,0.000307,0.000307
37,1013.75,0.86744,0.4133,1.02882,0.99872,1,0.995,0.7926,0.85504,0.31261,0.99711,0.0002872,0.0002872,0.0002872
38,1041.12,0.91109,0.42621,1.05315,0.99848,1,0.995,0.7985,0.8429,0.31637,0.98854,0.0002674,0.0002674,0.0002674
39,1068.55,0.91579,0.41098,1.05475,0.99835,1,0.995,0.79575,0.8359,0.30971,0.98728,0.0002476,0.0002476,0.0002476
40,1095.9,0.88636,0.4086,1.04675,0.99766,0.99956,0.995,0.78378,0.87785,0.31596,0.99974,0.0002278,0.0002278,0.0002278
41,1123.89,0.85044,0.35458,1.02282,0.99547,0.99948,0.995,0.79151,0.86581,0.31726,0.99263,0.000208,0.000208,0.000208
42,1151.23,0.85007,0.3418,1.023,0.99597,0.99948,0.995,0.78458,0.8388,0.31086,0.99266,0.0001882,0.0001882,0.0001882
43,1178.45,0.84737,0.33706,1.01704,0.99781,0.99993,0.995,0.79243,0.81995,0.30865,0.98573,0.0001684,0.0001684,0.0001684
44,1205.7,0.8404,0.33499,1.01927,0.99738,0.99962,0.995,0.80264,0.82091,0.29881,0.98679,0.0001486,0.0001486,0.0001486
45,1233.05,0.83257,0.32787,1.00005,0.99592,0.99951,0.995,0.80713,0.80278,0.30309,0.98225,0.0001288,0.0001288,0.0001288
46,1260.38,0.81928,0.32205,1.007,0.99607,0.99949,0.995,0.80468,0.81286,0.30383,0.97958,0.000109,0.000109,0.000109
47,1287.61,0.82105,0.3243,1.01406,0.99707,0.99957,0.995,0.79745,0.82598,0.30073,0.97483,8.92e-05,8.92e-05,8.92e-05
48,1314.86,0.82965,0.32079,1.00582,0.9975,0.99967,0.995,0.80477,0.80556,0.28913,0.9692,6.94e-05,6.94e-05,6.94e-05
49,1342.11,0.81457,0.31479,1.00567,0.99744,0.99964,0.995,0.80669,0.80412,0.29291,0.97182,4.96e-05,4.96e-05,4.96e-05
50,1369.34,0.80485,0.31095,1.00286,0.99745,0.99963,0.995,0.8038,0.80155,0.29062,0.96894,2.98e-05,2.98e-05,2.98e-05
