epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,520.935,0.945,0.84316,1.04982,0.99831,0.99231,0.99485,0.76214,0.91665,0.73294,1.02139,0.0012872,0.0012872,0.0012872
20,548.283,0.96706,0.84779,1.0532,0.99838,0.99231,0.99492,0.76139,0.90019,0.72277,1.01866,0.0012476,0.0012476,0.0012476
21,575.62,0.97522,0.8577,1.05555,0.99784,0.99918,0.995,0.76715,0.89744,0.72071,1.01967,0.001208,0.001208,0.001208
22,603.018,0.97993,0.86752,1.06889,0.99825,0.99837,0.995,0.76586,0.8925,0.71966,1.00966,0.0011684,0.0011684,0.0011684
23,630.352,0.95746,0.8516,1.05993,0.9992,1,0.995,0.76649,0.89401,0.70486,1.00945,0.0011288,0.0011288,0.0011288
24,657.724,0.91662,0.81218,1.03756,0.9983,0.99959,0.995,0.76827,0.8814,0.69757,1.00804,0.0010892,0.0010892,0.0010892
25,685.092,0.9302,0.82426,1.05475,0.99811,0.99231,0.99492,0.76996,0.88467,0.69923,1.01241,0.0010496,0.0010496,0.0010496
26,712.504,0.96237,0.82825,1.05562,0.99624,0.99947,0.995,0.77003,0.88188,0.69905,1.00801,0.00101,0.00101,0.00101
27,739.867,0.93008,0.8085,1.05067,0.99647,0.99941,0.995,0.77424,0.88212,0.69651,1.01045,0.0009704,0.0009704,0.0009704
28,767.263,0.9091,0.79392,1.04113,0.99634,0.99942,0.995,0.77188,0.87474,0.68885,1.0065,0.0009308,0.0009308,0.0009308
29,794.591,0.92544,0.79257,1.04517,0.99649,0.99948,0.995,0.77038,0.87687,0.68675,1.00554,0.0008912,0.0008912,0.0008912
30,821.939,0.91487,0.79287,1.04466,0.99602,0.99949,0.995,0.77153,0.87812,0.68315,1.00542,0.0008516,0.0008516,0.0008516
31,849.242,0.94292,0.7948,1.04297,0.99581,0.99947,0.995,0.76095,0.89455,0.69185,1.01081,0.000812,0.000812,0.000812
32,876.559,0.93266,0.79388,1.05396,0.99725,0.99945,0.995,0.76217,0.89903,0.68913,1.01292,0.0007724,0.0007724,0.0007724
33,903.894,0.93088,0.78214,1.03578,0.99773,0.99947,0.995,0.76924,0.87591,0.67892,0.9997,0.0007328,0.0007328,0.0007328
34,931.244,0.93143,0.77883,1.04633,0.9966,0.99946,0.995,0.77712,0.88195,0.66952,0.99781,0.0006932,0.0006932,0.0006932
35,958.629,0.91446,0.77771,1.03787,0.99685,0.99943,0.995,0.76933,0.88579,0.67374,1.00099,0.0006536,0.0006536,0.0006536
36,985.983,0.92163,0.77248,1.03995,0.99805,0.9996,0.995,0.77474,0.89186,0.66852,1.00651,0.000614,0.000614,0.000614
37,1013.3,0.88293,0.75604,1.02218,0.99794,0.99964,0.995,0.7723,0.88668,0.66113,1.00155,0.0005744,0.0005744,0.0005744
38,1040.63,0.9338,0.78065,1.05115,0.99736,0.99938,0.995,0.76905,0.86776,0.66181,0.99801,0.0005348,0.0005348,0.0005348
39,1067.94,0.92603,0.78069,1.04733,0.99801,0.99947,0.995,0.77874,0.86815,0.66528,0.99378,0.0004952,0.0004952,0.0004952
40,1095.4,0.90825,0.7578,1.04444,0.99836,0.99954,0.995,0.77666,0.87585,0.66117,0.99369,0.0004556,0.0004556,0.0004556
41,1123.56,0.87629,1.03971,1.02829,0.99824,0.99963,0.995,0.76668,0.88913,0.70067,1.00712,0.000416,0.000416,0.000416
42,1150.86,0.87213,1.02598,1.03031,0.99869,0.99931,0.995,0.77193,0.87801,0.69808,1.00392,0.0003764,0.0003764,0.0003764
43,1178.06,0.86531,1.00857,1.02135,0.9976,0.99946,0.995,0.77089,0.87418,0.6931,1.00651,0.0003368,0.0003368,0.0003368
44,1205.29,0.85697,1.01011,1.02445,0.9963,0.99945,0.995,0.77213,0.88044,0.68053,1.00511,0.0002972,0.0002972,0.0002972
45,1232.48,0.86229,0.98231,1.00889,0.99662,0.99945,0.995,0.77563,0.86524,0.67575,1.00033,0.0002576,0.0002576,0.0002576
46,1259.72,0.85432,1.00161,1.02005,0.99708,0.99947,0.995,0.773,0.86778,0.67379,1.00245,0.000218,0.000218,0.000218
47,1286.94,0.85409,0.97479,1.0307,0.99642,0.99945,0.995,0.76999,0.87841,0.674,1.00171,0.0001784,0.0001784,0.0001784
48,1314.18,0.86646,0.98369,1.02066,0.99579,0.99943,0.995,0.77641,0.87482,0.67428,0.99712,0.0001388,0.0001388,0.0001388
49,1341.37,0.85295,0.98103,1.02278,0.996,0.99944,0.995,0.7742,0.86986,0.66786,0.99815,9.92e-05,9.92e-05,9.92e-05
50,1368.59,0.85641,0.97947,1.01899,0.99621,0.99944,0.995,0.77472,0.86713,0.66842,0.99783,5.96e-05,5.96e-05,5.96e-05
