epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,411.803,1.05121,0.55739,1.11801,0.99554,1,0.995,0.74594,0.96606,0.44699,1.07519,0.0014456,0.0014456,0.0014456
16,439.173,1.0634,0.5621,1.12383,0.98914,0.99935,0.99469,0.73629,1.01914,0.48677,1.08889,0.001406,0.001406,0.001406
17,466.518,1.04946,0.54599,1.12983,0.999,1,0.995,0.73805,0.9865,0.43905,1.07995,0.0013664,0.0013664,0.0013664
18,493.883,1.05484,0.53092,1.12557,0.99841,0.99231,0.99492,0.74767,0.959,0.42682,1.04903,0.0013268,0.0013268,0.0013268
19,521.225,1.00293,0.5224,1.10298,0.99427,0.99202,0.99485,0.74684,0.96063,0.40993,1.04875,0.0012872,0.0012872,0.0012872
20,548.598,1.03427,0.51557,1.09747,0.99628,0.99231,0.99485,0.73204,1.01366,0.43086,1.06919,0.0012476,0.0012476,0.0012476
21,575.923,1.03944,0.51537,1.10342,0.99008,0.99961,0.99492,0.74827,0.95269,0.40862,1.06072,0.001208,0.001208,0.001208
22,603.288,1.03939,0.5206,1.11728,0.99831,0.99931,0.995,0.74149,0.99278,0.39499,1.07599,0.0011684,0.0011684,0.0011684
23,630.632,1.01746,0.51093,1.11358,0.99913,0.99936,0.995,0.75472,0.92998,0.39848,1.03835,0.0011288,0.0011288,0.0011288
24,658.117,0.9964,0.50859,1.09411,0.99804,1,0.995,0.76717,0.9138,0.39581,1.03488,0.0010892,0.0010892,0.0010892
25,685.597,0.99321,0.50483,1.10151,0.99826,1,0.995,0.76249,0.92159,0.38713,1.02774,0.0010496,0.0010496,0.0010496
26,712.968,1.01497,0.50085,1.0987,0.99909,0.99941,0.995,0.77489,0.90136,0.39052,1.02055,0.00101,0.00101,0.00101
27,740.446,0.98247,0.47881,1.09477,0.99714,0.99231,0.99485,0.77471,0.89637,0.37225,1.02554,0.0009704,0.0009704,0.0009704
28,767.804,0.96857,0.46643,1.08919,0.99678,0.99859,0.995,0.77334,0.92537,0.40213,1.02188,0.0009308,0.0009308,0.0009308
29,795.182,0.97399,0.46854,1.08304,0.99849,1,0.995,0.77365,0.91689,0.37484,1.01819,0.0008912,0.0008912,0.0008912
30,822.569,0.95382,0.4664,1.0774,0.99839,1,0.995,0.78401,0.92563,0.36529,1.03524,0.0008516,0.0008516,0.0008516
31,850.056,0.99826,0.47799,1.09081,0.99843,1,0.995,0.77751,0.92761,0.38747,1.03325,0.000812,0.000812,0.000812
32,877.448,0.9682,0.46556,1.08884,0.99963,0.99689,0.995,0.76372,0.96385,0.40383,1.03936,0.0007724,0.0007724,0.0007724
33,904.834,0.98229,0.46991,1.07914,0.9984,1,0.995,0.76928,0.88664,0.34821,1.01228,0.0007328,0.0007328,0.0007328
34,932.24,0.97698,0.45919,1.09138,0.99899,0.99231,0.99478,0.78498,0.90701,0.36068,1.0166,0.0006932,0.0006932,0.0006932
35,959.712,0.94938,0.45461,1.07052,0.99813,0.99231,0.99492,0.78659,0.91968,0.35557,1.02336,0.0006536,0.0006536,0.0006536
36,987.225,0.94137,0.44439,1.06603,0.99765,0.99231,0.99485,0.77901,0.89583,0.35809,1.01476,0.000614,0.000614,0.000614
37,1014.61,0.91542,0.44227,1.05527,0.99836,1,0.995,0.78382,0.8732,0.34113,1.00733,0.0005744,0.0005744,0.0005744
38,1042,0.94932,0.45339,1.07981,0.99915,1,0.995,0.79964,0.89469,0.3562,1.01314,0.0005348,0.0005348,0.0005348
39,1069.45,0.9507,0.44541,1.07807,0.99613,0.99948,0.995,0.78679,0.89235,0.34618,1.00911,0.0004952,0.0004952,0.0004952
40,1096.84,0.91672,0.42523,1.06599,0.99821,0.99978,0.995,0.78028,0.94111,0.3497,1.02095,0.0004556,0.0004556,0.0004556
41,1124.93,0.88817,0.37875,1.04191,0.99712,0.99929,0.995,0.77927,0.90679,0.35262,1.0088,0.000416,0.000416,0.000416
42,1152.29,0.87904,0.36185,1.03828,0.99783,0.99961,0.995,0.78437,0.86512,0.34177,1.00343,0.0003764,0.0003764,0.0003764
43,1179.53,0.87336,0.35762,1.03038,0.99869,1,0.995,0.7976,0.85985,0.33089,1.00135,0.0003368,0.0003368,0.0003368
44,1206.78,0.86757,0.35254,1.035,0.99846,1,0.995,0.79991,0.85771,0.33668,1.00311,0.0002972,0.0002972,0.0002972
45,1234.15,0.8644,0.34822,1.02053,0.99808,0.99968,0.995,0.79707,0.8429,0.33532,1.00107,0.0002576,0.0002576,0.0002576
46,1261.42,0.84602,0.34259,1.02274,0.99801,0.99984,0.995,0.80117,0.84352,0.32548,0.99693,0.000218,0.000218,0.000218
47,1288.82,0.85546,0.3437,1.03411,0.9985,1,0.995,0.79829,0.85757,0.32871,0.99084,0.0001784,0.0001784,0.0001784
48,1316.05,0.84512,0.33505,1.01875,0.99839,1,0.995,0.80762,0.84419,0.3174,0.9874,0.0001388,0.0001388,0.0001388
49,1343.41,0.8415,0.33183,1.02527,0.99842,1,0.995,0.80033,0.85332,0.31918,0.99695,9.92e-05,9.92e-05,9.92e-05
50,1370.7,0.84175,0.32811,1.02607,0.99848,1,0.995,0.80167,0.85418,0.3214,0.99093,5.96e-05,5.96e-05,5.96e-05
