epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,766.582,0.89896,0.75014,1.03219,0.99728,0.99929,0.995,0.76731,0.88336,0.663,1.00571,0.0004654,0.0004654,0.0004654
29,793.927,0.90923,0.74293,1.03862,0.99635,0.99947,0.995,0.77277,0.88287,0.66429,0.9968,0.0004456,0.0004456,0.0004456
30,821.286,0.90312,0.74508,1.03359,0.99693,0.99955,0.995,0.76161,0.86769,0.66448,1.00468,0.0004258,0.0004258,0.0004258
31,848.63,0.93765,0.74422,1.03743,0.9966,0.99952,0.995,0.7671,0.88072,0.66384,1.00032,0.000406,0.000406,0.000406
32,875.985,0.92024,0.74218,1.04331,0.99729,0.9996,0.995,0.76948,0.89575,0.66213,1.00479,0.0003862,0.0003862,0.0003862
33,903.308,0.91804,0.73557,1.02713,0.99714,0.99959,0.995,0.77614,0.85889,0.65147,0.99198,0.0003664,0.0003664,0.0003664
34,930.686,0.92706,0.73502,1.04115,0.99711,0.99953,0.995,0.77639,0.85888,0.64253,0.98594,0.0003466,0.0003466,0.0003466
35,958.059,0.9038,0.72491,1.02978,0.99701,0.99952,0.995,0.78276,0.86654,0.64074,0.99186,0.0003268,0.0003268,0.0003268
36,985.427,0.90371,0.72364,1.02921,0.99701,0.99955,0.995,0.78083,0.87269,0.64421,0.99391,0.000307,0.000307,0.000307
37,1012.77,0.86764,0.70755,1.0159,0.99762,0.99957,0.995,0.7749,0.87772,0.63981,0.99588,0.0002872,0.0002872,0.0002872
38,1040.07,0.91906,0.73056,1.04244,0.99798,0.99966,0.995,0.77377,0.86915,0.63957,0.99276,0.0002674,0.0002674,0.0002674
39,1067.4,0.92063,0.72951,1.04014,0.99668,0.99952,0.995,0.77885,0.86936,0.64502,0.98827,0.0002476,0.0002476,0.0002476
40,1094.74,0.89207,0.70709,1.03529,0.99592,0.99946,0.995,0.78415,0.86674,0.64098,0.98937,0.0002278,0.0002278,0.0002278
41,1122.76,0.87127,0.97399,1.02554,0.99452,0.99709,0.995,0.77608,0.87346,0.66361,0.99337,0.000208,0.000208,0.000208
42,1150.05,0.867,0.96175,1.02934,0.99802,0.99231,0.99492,0.77348,0.8798,0.68245,0.99363,0.0001882,0.0001882,0.0001882
43,1177.26,0.8579,0.94741,1.01378,0.99801,0.99231,0.99445,0.78009,0.85803,0.67704,0.98922,0.0001684,0.0001684,0.0001684
44,1204.5,0.85193,0.93539,1.01661,0.99758,0.99231,0.99478,0.77528,0.86187,0.66274,0.99051,0.0001486,0.0001486,0.0001486
45,1231.72,0.85119,0.90913,1.00364,0.99761,0.99231,0.99492,0.77622,0.85355,0.64696,0.9877,0.0001288,0.0001288,0.0001288
46,1258.97,0.84618,0.9131,1.01482,0.99797,0.99231,0.99492,0.77716,0.84339,0.63935,0.98574,0.000109,0.000109,0.000109
47,1286.19,0.84279,0.89575,1.02388,0.99784,0.99231,0.99492,0.77543,0.8501,0.63466,0.98677,8.92e-05,8.92e-05,8.92e-05
48,1313.44,0.85536,0.89869,1.01105,0.99792,0.99231,0.99478,0.77663,0.86249,0.63851,0.98664,6.94e-05,6.94e-05,6.94e-05
49,1340.63,0.84149,0.89682,1.01579,0.99513,0.99752,0.995,0.77829,0.86344,0.63153,0.98604,4.96e-05,4.96e-05,4.96e-05
50,1367.81,0.84503,0.89265,1.01207,0.99511,0.99777,0.995,0.78014,0.85748,0.6337,0.98462,2.98e-05,2.98e-05,2.98e-05
