epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,1122.25,0.86434,0.77764,1.01996,0.99821,1,0.995,0.77194,0.88182,0.6035,0.99761,0.000416,0.000416,0.000416
42,1149.53,0.85509,0.75804,1.02082,0.99759,0.9995,0.995,0.78008,0.86785,0.59295,0.99468,0.0003764,0.0003764,0.0003764
43,1176.69,0.84935,0.73591,1.00776,0.99669,0.99952,0.995,0.78,0.86127,0.55323,0.99454,0.0003368,0.0003368,0.0003368
44,1203.91,0.84297,0.71913,1.01307,0.99614,0.99949,0.995,0.77952,0.85607,0.53613,0.98912,0.0002972,0.0002972,0.0002972
45,1231.12,0.84872,0.70357,1.00223,0.9961,0.99948,0.995,0.78639,0.84417,0.53137,0.9881,0.0002576,0.0002576,0.0002576
46,1258.35,0.83293,0.70524,1.0087,0.99612,0.9995,0.995,0.7839,0.84485,0.53146,0.98287,0.000218,0.000218,0.000218
47,1285.53,0.82772,0.69213,1.01706,0.99649,0.99953,0.995,0.78147,0.85588,0.53446,0.98232,0.0001784,0.0001784,0.0001784
48,1312.74,0.84726,0.69396,1.00687,0.99655,0.99953,0.995,0.78343,0.85833,0.5315,0.98291,0.0001388,0.0001388,0.0001388
49,1339.94,0.8364,0.68919,1.01427,0.99701,0.99957,0.995,0.7833,0.85577,0.52845,0.98314,9.92e-05,9.92e-05,9.92e-05
50,1367.13,0.83404,0.68967,1.01071,0.99714,0.99958,0.995,0.78255,0.85302,0.52899,0.9832,5.96e-05,5.96e-05,5.96e-05
