epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,740.099,0.94176,0.45806,1.07564,0.9952,0.99776,0.995,0.77261,0.881,0.35078,1.00066,0.0004852,0.0004852,0.0004852
28,767.438,0.92795,0.4513,1.06501,0.99877,0.99231,0.99478,0.77708,0.89139,0.35298,1.01078,0.0004654,0.0004654,0.0004654
29,794.787,0.93309,0.44133,1.06125,0.9964,0.99946,0.995,0.77396,0.88555,0.34097,1.01005,0.0004456,0.0004456,0.0004456
30,822.153,0.90747,0.43589,1.05154,0.99608,0.99946,0.995,0.77226,0.89574,0.33779,1.02165,0.0004258,0.0004258,0.0004258
31,849.5,0.95725,0.45324,1.06895,0.99881,0.99231,0.99471,0.774,0.91623,0.3577,1.02235,0.000406,0.000406,0.000406
32,876.876,0.94001,0.43439,1.0748,0.9991,0.99231,0.99428,0.79032,0.88702,0.34158,1.00366,0.0003862,0.0003862,0.0003862
33,904.327,0.93685,0.43488,1.05958,0.99905,0.99231,0.9914,0.78177,0.86204,0.32939,0.9938,0.0003664,0.0003664,0.0003664
34,931.739,0.92825,0.42841,1.06858,0.9989,0.99231,0.99471,0.77601,0.91665,0.33155,1.01306,0.0003466,0.0003466,0.0003466
35,959.072,0.92038,0.42836,1.05697,0.99864,0.99231,0.99485,0.78879,0.90316,0.33583,1.01019,0.0003268,0.0003268,0.0003268
36,986.441,0.91113,0.42097,1.0496,0.9989,0.99231,0.99492,0.78979,0.88433,0.32993,0.99993,0.000307,0.000307,0.000307
37,1013.77,0.87005,0.40823,1.03333,0.9984,1,0.995,0.78585,0.8585,0.31609,0.99445,0.0002872,0.0002872,0.0002872
38,1041.12,0.9165,0.42542,1.0561,0.99874,1,0.995,0.7941,0.84291,0.31581,0.9881,0.0002674,0.0002674,0.0002674
39,1068.56,0.91168,0.41353,1.05763,0.99739,0.99956,0.995,0.80312,0.83885,0.30912,0.98769,0.0002476,0.0002476,0.0002476
40,1095.99,0.88564,0.40741,1.04934,0.99623,0.99946,0.995,0.79927,0.87615,0.31971,0.9966,0.0002278,0.0002278,0.0002278
41,1124.1,0.85245,0.35209,1.02161,0.99898,0.99231,0.99396,0.78238,0.86429,0.33154,0.9907,0.000208,0.000208,0.000208
42,1151.42,0.84304,0.33776,1.01885,0.99856,0.99231,0.99478,0.79645,0.84837,0.32061,0.99086,0.0001882,0.0001882,0.0001882
43,1178.64,0.84146,0.33974,1.0137,0.9985,0.99231,0.99492,0.8051,0.82776,0.3101,0.98346,0.0001684,0.0001684,0.0001684
44,1205.98,0.83092,0.32677,1.01099,0.99557,0.99948,0.995,0.81411,0.83791,0.31137,0.98714,0.0001486,0.0001486,0.0001486
45,1233.31,0.82374,0.32201,0.99965,0.99585,0.99948,0.995,0.81855,0.80787,0.29997,0.979,0.0001288,0.0001288,0.0001288
46,1260.62,0.81792,0.31593,1.00746,0.99608,0.99944,0.995,0.80678,0.79721,0.29628,0.97199,0.000109,0.000109,0.000109
47,1287.86,0.81427,0.32041,1.01377,0.99579,0.9995,0.995,0.80199,0.81753,0.30463,0.97473,8.92e-05,8.92e-05,8.92e-05
48,1315.12,0.82593,0.31533,1.00785,0.99586,0.99951,0.995,0.81242,0.80547,0.28998,0.97441,6.94e-05,6.94e-05,6.94e-05
49,1342.36,0.81552,0.31013,1.01167,0.9962,0.9995,0.995,0.8087,0.80198,0.28412,0.97266,4.96e-05,4.96e-05,4.96e-05
50,1369.62,0.80951,0.30964,1.0091,0.99623,0.9995,0.995,0.81293,0.80256,0.28328,0.96907,2.98e-05,2.98e-05,2.98e-05
