epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,822.157,0.95899,0.46598,1.07451,0.99836,0.99231,0.99335,0.76367,0.92167,0.38283,1.04242,0.0008516,0.0008516,0.0008516
31,849.509,1.00732,0.48068,1.09145,0.99856,0.99231,0.99471,0.77691,0.94529,0.3654,1.0355,0.000812,0.000812,0.000812
32,876.886,0.98921,0.46903,1.09513,0.99876,0.99231,0.99485,0.77906,0.92637,0.37238,1.03132,0.0007724,0.0007724,0.0007724
33,904.23,0.99338,0.46867,1.08165,0.99866,0.99231,0.99485,0.78438,0.89496,0.34182,1.01248,0.0007328,0.0007328,0.0007328
34,931.62,0.97083,0.45385,1.0802,0.99917,0.99285,0.995,0.78525,0.90242,0.34758,1.01345,0.0006932,0.0006932,0.0006932
35,958.974,0.95619,0.45421,1.07324,0.9986,0.99231,0.99339,0.77234,0.92465,0.37515,1.02657,0.0006536,0.0006536,0.0006536
36,986.343,0.94935,0.44064,1.0716,0.99766,0.99989,0.995,0.77045,0.9231,0.35481,1.03048,0.000614,0.000614,0.000614
37,1013.71,0.91395,0.43532,1.05341,0.99816,1,0.995,0.79165,0.88681,0.35113,1.01625,0.0005744,0.0005744,0.0005744
38,1041.21,0.94832,0.45007,1.07102,0.99884,1,0.995,0.78603,0.88852,0.34016,1.01027,0.0005348,0.0005348,0.0005348
39,1068.56,0.95269,0.43395,1.07419,0.99813,0.9998,0.995,0.79234,0.8795,0.33501,1.01732,0.0004952,0.0004952,0.0004952
40,1096.06,0.92346,0.42879,1.06863,0.99885,0.99957,0.995,0.79047,0.89062,0.32656,1.01295,0.0004556,0.0004556,0.0004556
41,1124.14,0.8852,0.38027,1.04283,0.99909,0.99231,0.99492,0.78689,0.88383,0.34599,1.00552,0.000416,0.000416,0.000416
42,1151.46,0.88063,0.35954,1.04568,0.99695,0.99942,0.995,0.78562,0.86391,0.33776,0.99903,0.0003764,0.0003764,0.0003764
43,1178.71,0.89307,0.36189,1.04237,0.99755,0.9994,0.995,0.78518,0.86834,0.32883,1.007,0.0003368,0.0003368,0.0003368
44,1205.96,0.87065,0.34634,1.03786,0.99598,0.99943,0.995,0.79602,0.87616,0.32827,1.01193,0.0002972,0.0002972,0.0002972
45,1233.33,0.86852,0.34324,1.02134,0.9972,0.9994,0.995,0.79688,0.84784,0.32414,1.00061,0.0002576,0.0002576,0.0002576
46,1260.65,0.85041,0.33418,1.02463,0.99848,1,0.995,0.8044,0.85324,0.31926,0.99781,0.000218,0.000218,0.000218
47,1288,0.8559,0.33637,1.0338,0.99837,1,0.995,0.79818,0.86991,0.32323,0.9936,0.0001784,0.0001784,0.0001784
48,1315.26,0.85759,0.33564,1.0229,0.99853,1,0.995,0.81092,0.85515,0.30986,0.99095,0.0001388,0.0001388,0.0001388
49,1342.6,0.8426,0.32924,1.02612,0.99854,1,0.995,0.80621,0.85232,0.30604,0.99084,9.92e-05,9.92e-05,9.92e-05
50,1369.87,0.84077,0.32186,1.02478,0.99858,1,0.995,0.7945,0.85158,0.30474,0.98533,5.96e-05,5.96e-05,5.96e-05
