epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,27.3934,1.25009,1.65946,1.2858,1,0.22982,0.96963,0.68278,1.01893,2.22234,1.14793,0.0682941,0.000647059,0.000647059
2,54.7959,1.25984,0.95072,1.25844,0.83094,0.65787,0.89719,0.55788,1.41712,1.38268,1.50288,0.0356014,0.00128771,0.00128771
3,82.2935,1.32809,1.09953,1.31264,0.65392,0.86397,0.91424,0.56841,1.38481,1.44187,1.38106,0.00288236,0.00190197,0.00190197
4,109.696,1.26982,0.87094,1.24201,0.49661,0.92009,0.94694,0.62237,1.28187,4.49806,1.30174,0.0018812,0.0018812,0.0018812
5,137.128,1.18475,0.7918,1.20507,0.60632,0.91122,0.69914,0.49867,1.18817,2.10021,1.22966,0.0018416,0.0018416,0.0018416
6,164.499,1.20468,0.73442,1.19626,0.96182,0.89858,0.98458,0.67576,1.05857,0.84331,1.15837,0.001802,0.001802,0.001802
7,191.856,1.15176,0.72459,1.16178,0.96676,1,0.99426,0.69856,1.12182,0.87389,1.16541,0.0017624,0.0017624,0.0017624
8,219.354,1.11896,0.65849,1.16361,0.98029,0.99772,0.995,0.70105,1.10925,0.59563,1.18009,0.0017228,0.0017228,0.0017228
9,246.831,1.13466,0.64288,1.16156,0.99615,0.99231,0.99485,0.72914,1.06661,0.49224,1.11789,0.0016832,0.0016832,0.0016832
10,274.336,1.12374,0.61752,1.16388,0.99326,0.98783,0.99469,0.72025,1.02704,0.52036,1.1199,0.0016436,0.0016436,0.0016436
11,301.691,1.10265,0.6047,1.14952,0.99961,0.99213,0.99243,0.73551,0.99359,0.49078,1.08074,0.001604,0.001604,0.001604
12,329.15,1.0877,0.60319,1.14325,0.9911,0.99081,0.99449,0.71632,1.06194,0.4942,1.10673,0.0015644,0.0015644,0.0015644
13,356.508,1.09206,0.58619,1.14225,0.99345,0.99901,0.995,0.74229,0.97462,0.48245,1.07492,0.0015248,0.0015248,0.0015248
14,384.009,1.1028,0.58027,1.15234,0.99521,1,0.995,0.73552,0.9941,0.44874,1.07001,0.0014852,0.0014852,0.0014852
15,411.371,1.06103,0.55304,1.12406,0.99582,0.99941,0.995,0.74056,1.00229,0.42868,1.07827,0.0014456,0.0014456,0.0014456
16,438.738,1.0666,0.59304,1.1218,0.99155,0.99455,0.995,0.74689,0.99827,0.45373,1.0772,0.001406,0.001406,0.001406
17,466.236,1.03682,0.54068,1.11702,0.99195,0.99776,0.99492,0.74049,1.04788,0.4877,1.10505,0.0013664,0.0013664,0.0013664
18,493.609,1.09357,0.54011,1.14852,0.98943,0.93215,0.99329,0.73269,1.05531,0.50113,1.10697,0.0013268,0.0013268,0.0013268
19,520.966,1.01034,0.52758,1.10606,0.9962,0.99919,0.995,0.75964,0.94959,0.4464,1.06008,0.0012872,0.0012872,0.0012872
20,548.435,1.04043,0.50953,1.10378,0.98986,0.99164,0.99373,0.74701,0.99747,0.41785,1.0576,0.0012476,0.0012476,0.0012476
21,575.786,1.05005,0.52351,1.11865,0.99848,0.99231,0.99492,0.75632,0.96113,0.39151,1.06147,0.001208,0.001208,0.001208
22,603.153,1.03991,0.51344,1.12076,0.99888,1,0.995,0.75926,0.9634,0.3855,1.06074,0.0011684,0.0011684,0.0011684
23,630.512,1.03411,0.51681,1.11985,0.99841,1,0.995,0.74846,0.98234,0.39905,1.06479,0.0011288,0.0011288,0.0011288
24,657.95,1.00429,0.50418,1.09906,0.99351,1,0.995,0.77212,0.93813,0.38695,1.04095,0.0010892,0.0010892,0.0010892
25,685.393,1.00089,0.49809,1.10905,0.99826,0.99993,0.995,0.76323,0.92488,0.373,1.04217,0.0010496,0.0010496,0.0010496
26,712.805,1.0214,0.50111,1.10394,0.99689,0.99918,0.995,0.75896,0.93192,0.38845,1.03746,0.00101,0.00101,0.00101
27,740.16,0.99549,0.48024,1.09754,0.99868,0.99231,0.99478,0.77652,0.89435,0.37508,1.02591,0.0009704,0.0009704,0.0009704
28,767.591,0.98264,0.47676,1.09364,0.99781,1,0.995,0.77967,0.89967,0.35791,1.02455,0.0009308,0.0009308,0.0009308
29,795.04,0.96185,0.45904,1.08121,0.99862,0.9991,0.995,0.76121,0.92509,0.36827,1.03426,0.0008912,0.0008912,0.0008912
30,822.416,0.95287,0.46639,1.07687,0.99716,0.99966,0.995,0.78121,0.886,0.34314,1.01997,0.0008516,0.0008516,0.0008516
31,849.879,0.9744,0.46827,1.0816,0.9987,0.99231,0.99492,0.78325,0.90596,0.34252,1.02242,0.000812,0.000812,0.000812
32,877.349,0.96414,0.45946,1.08756,0.99837,0.99945,0.995,0.77604,0.92324,0.35449,1.04191,0.0007724,0.0007724,0.0007724
33,904.701,0.97401,0.45503,1.07714,0.99549,0.99943,0.995,0.78648,0.88524,0.35949,1.01334,0.0007328,0.0007328,0.0007328
34,932.181,0.96997,0.4532,1.08513,0.99874,0.99231,0.99492,0.77974,0.90228,0.34239,1.02722,0.0006932,0.0006932,0.0006932
35,959.547,0.95723,0.4535,1.07441,0.99841,0.99986,0.995,0.77706,0.88735,0.33786,1.01685,0.0006536,0.0006536,0.0006536
36,986.919,0.9497,0.44296,1.06905,0.99848,1,0.995,0.78897,0.89929,0.33934,1.02555,0.000614,0.000614,0.000614
37,1014.35,0.90744,0.42912,1.05235,0.99807,0.99974,0.995,0.78049,0.90306,0.32918,1.01537,0.0005744,0.0005744,0.0005744
38,1041.73,0.93611,0.44451,1.06625,0.9976,0.99966,0.995,0.7951,0.87134,0.33518,1.00844,0.0005348,0.0005348,0.0005348
39,1069.23,0.93646,0.43002,1.0733,0.99783,0.99944,0.995,0.79599,0.85376,0.3337,1.00621,0.0004952,0.0004952,0.0004952
40,1096.72,0.91886,0.42554,1.06463,0.99601,0.99943,0.995,0.79501,0.87543,0.33147,1.00457,0.0004556,0.0004556,0.0004556
41,1124.79,0.88222,0.36798,1.04617,0.9952,0.99936,0.995,0.77778,0.91487,0.34695,1.01958,0.000416,0.000416,0.000416
42,1152.12,0.88647,0.36362,1.05032,0.99713,0.99944,0.995,0.78726,0.85314,0.33187,1.00239,0.0003764,0.0003764,0.0003764
43,1179.38,0.87875,0.35112,1.03841,0.99786,0.99963,0.995,0.79468,0.844,0.31763,1.00342,0.0003368,0.0003368,0.0003368
44,1206.64,0.86374,0.34504,1.03786,0.99658,0.99937,0.995,0.79183,0.84842,0.32262,1.00621,0.0002972,0.0002972,0.0002972
45,1233.91,0.85926,0.34133,1.02028,0.99646,0.99933,0.995,0.80126,0.82162,0.31369,0.99667,0.0002576,0.0002576,0.0002576
46,1261.3,0.85048,0.33628,1.02369,0.99787,0.99979,0.995,0.802,0.8365,0.31549,0.99492,0.000218,0.000218,0.000218
47,1288.66,0.84199,0.33995,1.02866,0.99834,1,0.995,0.80103,0.86788,0.32589,0.99364,0.0001784,0.0001784,0.0001784
48,1315.93,0.85552,0.33599,1.02519,0.99829,1,0.995,0.80357,0.84602,0.31126,0.98905,0.0001388,0.0001388,0.0001388
49,1343.31,0.84178,0.32658,1.02564,0.99834,1,0.995,0.80527,0.85241,0.30877,0.99277,9.92e-05,9.92e-05,9.92e-05
50,1370.7,0.84043,0.32485,1.02478,0.99829,1,0.995,0.80391,0.84852,0.30364,0.98571,5.96e-05,5.96e-05,5.96e-05
